symbol,exchange_1,exchange_2,is_cointegrated,opportunities_per_hour,relative_spread_std_dev,tradeability_score,half_life,zero_crossings,average_volume,stationarity_score,coint_p_value,hedge_ratio,spread_std_dev,data_points
FETUSDT,Bybit,GateIo,1,274.79214603336686,0.13041441072392063,13.716161713847637,1.9684807283032537,27,2000000.0,0.9652179214269268,6.342970757481377e-8,1.156072749175899,0.00032199970079789617,180
SNXUSDT,Binance,GateIo,1,257.58958316342785,0.052801459539252124,376.43733127589036,3.2834150529404784,1236,2000000.0,0.5950535871708753,8.704392875059749e-14,1.0319322932826438,0.0007886632169786274,10974
ENSOUSDT,GateIo,Kucoin,1,200.12086424250336,0.09354260378303975,9.885541756826568,3.6416820529982394,36,2000000.0,0.7309969098509056,0.02344079231728154,1.1155994983149915,0.0014478334126964362,187
FFUSDT,Bybit,GateIo,1,193.58072489067874,0.06985786812421362,811.5615136232105,1.4108603978620866,1145,2000000.0,0.9374144462556409,1.878768967885348e-13,0.9745773624146288,0.00011065669670653505,4589
RECALLUSDT,Bybit,Kucoin,1,187.83413355943,0.09615190383505011,578.0647992884147,1.2247761857693682,708,2000000.0,0.9522146179346856,4.3631373306318977e-23,0.9962644003365784,0.0003277582328275215,2177
XPLUSDT,Binance,Kucoin,1,178.47335564766695,0.04937768082279696,63.84468563714958,13.626819387043382,870,2000000.0,0.46499195399252163,5.1842482745196563e-23,0.9911704696680106,0.00018337004546813184,11022
XPINUSDT,GateIo,Kucoin,1,170.89560552516517,0.08108645491832439,687.2277671430707,1.9716898309173079,1355,2000000.0,0.6955539352774992,2.8273222177993065e-6,0.9521643964507829,4.059345011460049e-6,4735
BASUSDT,GateIo,Kucoin,1,162.18067766357296,0.11490334294205229,488.20149454753505,1.3375624763402254,653,2000000.0,0.9651445954785699,6.384927346872772e-28,0.9972944760270325,0.00001442619629143264,2183
ARUSDT,Binance,OKX,1,160.1126506863758,0.06270911546246578,19.037362857154868,2.836527328138047,54,2000000.0,0.7191029935582743,1.0999280757628116e-10,0.9547720567737392,0.0024697282057051517,553
AVNTUSDT,Binance,GateIo,1,149.70440311144893,0.057852098620924775,182.88373283601433,3.2917088396254086,602,2000000.0,0.7381920082497748,1.4201357822665237e-6,1.055047085538633,0.00036067718763269237,3630
XPLUSDT,Bybit,Binance,1,146.91377131808912,0.03453605976779632,79.75215526705196,10.871179557428011,867,2000000.0,0.5085971167438634,1.1859226396525128e-24,1.0092611083062455,0.00012816118127813504,15219
KDAUSDT,OKX,GateIo,1,114.20372187001274,0.23191026104931625,9.62319052260192,2.2861440754320257,22,2000000.0,0.7948178349135171,0.0018977562898491447,0.9854548458944864,0.00020955373170340627,122
FETUSDT,Bybit,Kucoin,1,110.51216247743712,0.14319840463725148,20.40670136691134,1.17608424646793,24,2000000.0,0.9434222602614492,3.933134619390459e-8,1.0368503706950705,0.0003536013279223927,95
DASHUSDT,Binance,Kucoin,1,102.0084487553159,0.06963570207810607,141.5744346323524,3.2703644637701834,463,2000000.0,0.858388485632192,6.983626284393854e-14,1.0023828851365657,0.032386349893525866,2000
STBLUSDT,GateIo,Kucoin,1,95.63246223000733,0.08311334088805952,112.48007542069907,1.3513504452365286,152,2000000.0,0.6870783668532008,1.2815222794112849e-18,0.9578944764975353,0.0000919819709484038,514
RECALLUSDT,GateIo,Kucoin,1,88.84285649834982,0.08112874165330061,527.2830278355451,1.1910112156992612,628,2000000.0,0.95743777232566,1.8961067589231455e-18,0.9999616337140959,0.00027591886972534355,2095
WALUSDT,Bybit,Binance,1,88.63495248566414,0.045807182772783984,24.92056501596471,11.115317803691337,277,2000000.0,0.5010021597006494,3.832994062963072e-19,1.0414810189441008,0.00010642431171331268,5234
XPLUSDT,Binance,GateIo,1,71.88404550505838,0.039208510691030186,1649.3700434395375,1.5709027881922852,2591,2000000.0,0.6452052404571981,1.8238694938173467e-13,0.9891155633434798,0.00014543673422022746,20533
BIOUSDT,Binance,GateIo,1,67.34072340616238,0.08671537234704076,44.44758367348594,6.029574115181171,268,2000000.0,0.6089410805743428,0.013457864316416891,0.9361046294685345,0.00007561025566033558,3663
CETUSUSDT,Binance,GateIo,1,63.75450266175047,0.10521844591462506,24.608186583481046,1.66611220460765,41,2000000.0,0.8364765862619977,0.024510581656614037,1.0846092917165624,0.00005011091175244085,428
SNXUSDT,Bybit,Binance,1,60.95761175465947,0.050317078413050116,63.34128099431895,5.8097972479117646,368,2000000.0,0.5648048148588382,2.5869123754949645e-11,0.9722587269675907,0.000751336285140126,7471
BARDUSDT,Bybit,Binance,1,58.23559997689063,0.048988129284223525,110.36617090914524,4.648163434267442,513,2000000.0,0.8318991980196285,6.212770261890253e-19,1.0009562392692941,0.00031806320550121044,3383
KDAUSDT,Bybit,OKX,1,51.92757065515284,0.2131808618460901,15.050886423323604,1.262384119154381,19,2000000.0,0.9709179067630628,0.00002461747729325956,1.022309310256265,0.0001934322811371016,69
RECALLUSDT,Bybit,GateIo,1,50.022116259735206,0.07224921524275464,523.1376069756509,1.6496615584361303,863,2000000.0,0.943031772132006,1.4773982720974497e-20,0.998799963976575,0.0002465031365037443,3265
SNXUSDT,Binance,Kucoin,1,44.62402515679418,0.05106361500664929,91.5136289199911,3.278200236844341,300,2000000.0,0.5851934019301267,9.491254527633789e-14,1.010611395725055,0.000763171653786504,4323
MNTUSDT,GateIo,Kucoin,1,41.72850525016819,0.15004141138360627,2.2780380029452085,3.072819676822733,7,2000000.0,0.8314625609903392,0.040683608214214906,0.6592374612616041,0.002395577250016162,70
AVNTUSDT,Binance,OKX,1,27.972343122746913,0.07132818930989666,15.495070021543881,4.323955936103884,67,2000000.0,0.5682067046982525,0.001149775354357143,1.0366554950044429,0.00044570634683374345,355
MORPHOUSDT,Binance,GateIo,1,25.473119961884663,0.04881589687518029,75.03155163179532,2.785494841232022,209,2000000.0,0.6066070794969326,6.793229961155702e-7,0.9783036922228566,0.0008934327232762363,1507
XANUSDT,Bybit,GateIo,1,25.279212412093294,0.07820555952507662,74.2733453511176,2.113813498743094,157,2000000.0,0.8767078305578672,4.0555046449901905e-7,0.9983579447741003,0.0000308467004866425,728
MNTUSDT,Bybit,Kucoin,1,24.194900000714085,0.11911232775234772,8.590910675998629,3.375660752825715,29,2000000.0,0.8374462934420225,0.005269702361296511,0.8321800717068965,0.001902631095838335,117
SNXUSDT,Bybit,GateIo,1,22.20533691394391,0.04927676240034117,198.40889366390618,1.3910666750026282,276,2000000.0,0.9400077460769038,3.4965486353665955e-16,1.0035845877653342,0.0007327712163857989,945
OPENUSDT,Binance,Kucoin,1,19.534929150998025,0.068686847788105,796.8224275658605,1.4946868446440147,1191,2000000.0,0.9145191490170506,1.4932403847999195e-21,0.9910924358402794,0.0002660541109047754,4706
ARIAUSDT,GateIo,Kucoin,1,17.830476742371896,0.07663631883097406,143.54282302118278,0.7732884003794436,111,2000000.0,0.7319830490057823,0.00043944774207893523,0.9518130063892454,0.00012151181913774271,243
LABUSDT,GateIo,Kucoin,1,16.70354722251329,0.09238004706228622,54.02151972165598,1.4253579017535947,77,2000000.0,0.7041883172500762,0.002983265317093768,0.9840818156417845,0.00018107779308623284,314
XPLUSDT,Binance,OKX,1,14.122581655001808,0.052169125413299725,23.9841223729653,5.71211228285031,137,2000000.0,0.8643484425757134,7.196425756245316e-12,0.9887900441551698,0.00019379620107829045,1716
ZBTUSDT,Binance,Kucoin,1,11.506532754064644,0.038016487292458746,91.5316942898093,1.9228312265557506,176,2000000.0,0.9409739840071829,4.315682873388023e-6,0.968205749527099,0.00010287727828924549,871
XPLUSDT,Bybit,GateIo,1,11.1343936781387,0.03284695328583269,447.0454982692932,1.2638534605255165,565,2000000.0,0.6946205578385679,9.107012302507769e-10,1.0009356272776548,0.00012205681796421525,1869
SIGNUSDT,Bybit,Binance,1,8.697963226944356,0.05900693252067035,11.71484646435566,5.633876653937874,66,2000000.0,0.7897299530693186,0.00005228914922354296,1.0246469055786567,0.000024411745640665,618
KGENUSDT,GateIo,Kucoin,1,8.289668655035802,0.0489070760495848,394.0547152085443,1.8322328654737663,722,2000000.0,0.6512580520564045,4.598395497833102e-10,1.0083323481249182,0.00010652287377075347,3431
PROVEUSDT,GateIo,Kucoin,1,6.066258710768367,0.05772177668828765,21.43643176547865,1.5860848658009303,34,2000000.0,0.9648560347470364,0.00917488844418091,0.9262524295237053,0.0004601954828293094,144
NOMUSDT,Binance,GateIo,1,5.7752281215108,0.07414112486794393,95.74613514258567,1.2324257248010455,118,2000000.0,0.6370568301403963,0.046142504776422476,0.9787816312592187,0.000015754343705498228,517
AVNTUSDT,Bybit,OKX,1,5.691278944994975,0.07169688084767181,22.637265836807405,2.1203974166329607,48,2000000.0,0.866611285212516,1.7150711964654652e-8,0.9757209593187941,0.0004465426128744707,216
XPLUSDT,OKX,GateIo,1,5.673412380252585,0.039093648965789,55.98923534066419,1.6431730035288,92,2000000.0,0.6875554147037347,1.1995486128254023e-8,1.0064524697121735,0.0001451897068130458,319
XPLUSDT,Bybit,OKX,1,5.657004058507565,0.034905511568994366,93.44961331308662,1.4018249552420017,131,2000000.0,0.9792607345322349,5.301213439799884e-12,0.9921207047802465,0.00012986910301069976,488
SNXUSDT,Bybit,Kucoin,1,5.630183727752466,0.0488384510365797,158.4554995757308,1.0728564199739354,170,2000000.0,0.9652107006148439,2.0471085091462715e-11,0.9876780820262366,0.000726084955874482,501
ZEREBROUSDT,Bybit,GateIo,1,5.595996996814946,0.0571648169226705,100.61682795093495,1.6001299512096572,161,2000000.0,0.9520251052934391,5.870639161046579e-17,1.0119469921015298,0.00001744208195466419,584
SNXUSDT,Binance,OKX,1,5.536860108153334,0.041831482716241514,22.52860253960762,3.6398174212464136,82,2000000.0,0.9087588161158661,0.010382313889764403,1.0056549621670872,0.0006253665606427087,903
HOLOUSDT,Binance,Kucoin,1,2.9902145229735693,0.053045848403151845,22.147203601931775,2.2124689365173853,49,2000000.0,0.872058086193905,9.524192858506851e-6,0.9632091666765139,0.0000746257915958695,333
TREEUSDT,Binance,GateIo,1,2.9059454432959235,0.04137173962009935,100.56422085067265,1.968891105853734,198,2000000.0,0.6450976229187945,4.595224883525883e-14,0.9613020408549195,0.00006930601208969691,1120
WUSDT,OKX,GateIo,1,2.814985104037158,0.03698713249743065,30.893540437933837,1.1329229186378356,35,2000000.0,0.9581646445875268,8.087933051325817e-10,1.0683521582175481,0.000026814918225197006,113
SNXUSDT,OKX,Kucoin,1,2.8127955632837978,0.0486137606481685,41.79380938400175,0.8613715890129039,36,2000000.0,1.0,2.142496543361321e-10,1.0084582952677783,0.0007229489072190959,80
AVNTUSDT,Bybit,GateIo,1,2.7674595950899117,0.06920153298483003,123.87922302172063,2.752681133140543,341,2000000.0,0.926885157203718,0.001839978806776865,1.0082914362747142,0.00043097843582201026,1831
FFUSDT,Bybit,Kucoin,1,2.7644716250024954,0.06549032535407108,569.7041862132064,1.735988648027726,989,2000000.0,0.952074976097616,1.3586196828888496e-11,0.9946235129277831,0.00010351598825084496,4070
PUMPUSDT,Binance,GateIo,1,0.0,0.022040069732947167,595.5169120758126,1.8337010718865736,1092,2000000.0,0.645178641458607,2.7322953969492538e-8,0.9795045801820639,8.148037235766186e-7,5905
FLOKIUSDT,Binance,GateIo,1,0.0,0.01657285934251991,514.8580124837953,3.2921698000249124,1695,2000000.0,0.851704214031853,1.2889334088159043e-13,0.998424825996377,1.222072331946709e-8,12804
TAOUSDT,Binance,GateIo,1,0.0,0.021636506487124757,514.5430344881011,2.023154391810299,1041,2000000.0,0.6226021654570438,2.473546457953666e-16,0.982199121463909,0.08463292923052465,8422
2ZUSDT,Binance,GateIo,1,0.0,0.026160735280826537,461.64681958182325,3.2340740511380854,1493,2000000.0,0.5921146404083965,1.3253415839334754e-8,0.9810754893441043,0.0000648718874126121,10276
DOGEUSDT,Binance,GateIo,1,0.0,0.0075034723602894916,398.44857395336595,4.070788819512345,1622,2000000.0,0.5522573017595734,1.6765247664831087e-24,0.9912318089628573,0.00001460345255299481,19666
YBUSDT,Bybit,GateIo,1,0.0,0.02888462327973653,389.5986664894922,0.8701261815256832,339,2000000.0,0.9759274516389239,1.2635390288859739e-12,0.9875622469875069,0.00010958197531629865,818
YBUSDT,Binance,GateIo,1,0.0,0.032490843182421035,371.73942197831246,1.7942675986592382,667,2000000.0,0.6516159067939187,4.911092809424494e-9,1.0120995044746774,0.00012316992866018864,3081
XPLUSDT,GateIo,Kucoin,1,0.0,0.025809779239046992,345.28775110130744,1.4075216929934118,486,2000000.0,0.9607665327742924,4.639316578850161e-13,0.9926750616789805,0.00009594583018674184,1562
CRVUSDT,Binance,GateIo,1,0.0,0.019261313679576876,337.818540095626,1.6695353660587988,564,2000000.0,0.6761473205195672,3.53486426703165e-10,0.9604973019182381,0.00010278939790651253,2860
BERAUSDT,Binance,GateIo,1,0.0,0.03211117876029414,324.52200279321323,1.4821799318997029,481,2000000.0,0.8988841420119664,8.14951453275632e-15,0.9968573272807522,0.0006276333836319857,2468
YBUSDT,GateIo,Kucoin,1,0.0,0.031923319505903255,315.5139508833748,0.9191352686246015,290,2000000.0,0.965484457293826,1.776842536216296e-14,0.985955197540501,0.00012102130424687923,687
HYPEUSDT,GateIo,Kucoin,1,0.0,0.025714635539594796,295.247081496342,2.648629060232349,782,2000000.0,0.8956089345106447,5.704538625451949e-16,1.0448534708085875,0.009003841004664026,4168
SUIUSDT,Bybit,GateIo,1,0.0,0.009763507987403922,291.34681816176317,1.338610809140404,390,2000000.0,0.9503471568884417,4.2080954320061114e-20,0.9866418579672159,0.00024234728292769477,1298
FETUSDT,Binance,GateIo,1,0.0,0.024762331582404117,265.7124211826499,2.4462537246355978,650,2000000.0,0.8544144189212366,1.991350436951181e-13,0.9610437458217795,0.00006121757359585367,4972
LINKUSDT,GateIo,Kucoin,1,0.0,0.010886524842865104,265.5763729805684,1.3442460863268166,357,2000000.0,0.9374946549046617,3.985668374360558e-6,1.0022423523778679,0.0019317835339751508,1137
YBUSDT,Bybit,Binance,1,0.0,0.026669187644863382,262.0028444238313,2.9617999060525335,776,2000000.0,0.6386824563170593,1.3460622158514814e-18,0.9633084118876081,0.00010111308157783144,5116
UNIUSDT,Binance,GateIo,1,0.0,0.013464475515335294,257.32495513726775,1.966385264616402,506,2000000.0,0.8909224729918614,3.9174154798369263e-8,0.992460963847128,0.0008433959249707428,2511
XPLUSDT,Bybit,Kucoin,1,0.0,0.02428304120191993,253.2095749139397,1.2321808924723399,312,2000000.0,0.7656627457734356,0.000030414084580045774,0.9967792487076607,0.0000902746485880175,1163
PUMPUSDT,Bybit,GateIo,1,0.0,0.02318798423840767,236.41320560351994,1.531217340739828,362,2000000.0,0.699016819227551,0.02355649987833296,0.9673138871543914,8.571182020261032e-7,1497
ASTERUSDT,Bybit,GateIo,1,0.0,0.01861719159765782,234.26460538213126,1.9849349381717067,465,2000000.0,0.7447044904167663,0.00007802301439322668,1.000483701598738,0.00019574174820790544,1875
FARTCOINUSDT,GateIo,Kucoin,1,0.0,0.021851488841671603,233.31095481274485,1.2601208556021903,294,2000000.0,0.9783200290337541,1.041984079944974e-18,0.9766618236633007,0.00007887332717285898,1040
HUSDT,Bybit,GateIo,1,0.0,0.03188742046416877,232.58636774193766,2.6441790461355112,615,2000000.0,0.8397466990736232,0.0003683852683068386,1.034080182949623,0.00004623015310935582,2777
2ZUSDT,Bybit,GateIo,1,0.0,0.027208440191997623,220.04510238189775,1.32245615489754,291,2000000.0,0.9439095082145995,3.1807123048810623e-9,0.9775071838466505,0.00006741121929590317,987
EIGENUSDT,Binance,GateIo,1,0.0,0.03431051648206986,218.82013083905332,4.547113632483123,995,2000000.0,0.5380572268167243,5.765045986190972e-16,0.9802671968104795,0.0003716989194019637,8280
ADAUSDT,Binance,GateIo,1,0.0,0.009956098030939095,211.39625794147207,2.824080264302917,597,2000000.0,0.84427645757123,2.1707066477850304e-19,0.9996612336009365,0.00006404291147337423,6517
ASTERUSDT,GateIo,Kucoin,1,0.0,0.01883659916489526,207.51041406300922,1.315596623102999,273,2000000.0,0.6991792433270039,2.4947511274778038e-15,1.0072973081564898,0.00019810295025474663,958
BOMEUSDT,Binance,GateIo,1,0.0,0.044253812059859475,205.51247196626085,3.756463014695964,772,2000000.0,0.6556845505465437,1.2252292909358772e-9,1.0140455830406314,4.6757564591479266e-7,5418
SOONUSDT,GateIo,Kucoin,1,0.0,0.03291308933737362,202.84758769286293,1.538100618048304,312,2000000.0,0.9267674407098346,3.6027032731401557e-10,0.9836087102877195,0.00024193858691522248,1160
WLDUSDT,GateIo,Kucoin,1,0.0,0.017248542799471203,198.72012915270994,1.0919880181501018,217,2000000.0,0.7611649828857322,2.4402659453529945e-11,1.00331998780752,0.0001541922962986689,664
DOGEUSDT,Bybit,Kucoin,1,0.0,0.008534104031856107,194.81947809921058,1.4269620405123469,278,2000000.0,0.9709590777527399,2.4570280684501144e-10,0.9973014244077396,0.000016610238325132478,1031
PENGUUSDT,GateIo,Kucoin,1,0.0,0.02165922054004563,192.32806320464528,1.4662446826594409,282,2000000.0,0.9637167451124217,0.000025855294964356223,1.0149511472525292,4.611101903633394e-6,967
SIGNUSDT,Binance,GateIo,1,0.0,0.056317222482377624,191.69012387460052,1.2885379538988768,247,2000000.0,0.8754198106964743,0.000014645295255216688,1.061873770137002,0.000023317581684713753,1013
LTCUSDT,Binance,GateIo,1,0.0,0.010826740154231393,190.944173839451,2.6185664110412095,500,2000000.0,0.8610928571436359,6.457426985371843e-10,1.0047800920370094,0.010088305239897788,3624
RAYUSDT,GateIo,Kucoin,1,0.0,0.04398197115224494,190.70446886502086,0.9124065158806313,174,2000000.0,0.9795204075309153,2.3117094982641037e-7,0.9795308544154784,0.00078710782042729,398
ENAUSDT,Bybit,GateIo,1,0.0,0.0178153131424299,190.4254131597869,1.0240229849803426,195,2000000.0,0.9721167872787707,4.6725707758521593e-23,0.9877781784400776,0.00007998072930060597,597
FLOKIUSDT,Bybit,GateIo,1,0.0,0.017920877097861703,187.85665580380896,1.2988626831238028,244,2000000.0,0.9536637115806966,3.0840155395822825e-10,0.9862602103846672,1.3212638440026048e-8,716
PEPEUSDT,GateIo,Kucoin,1,0.0,0.01128914239594189,186.65076524013222,1.242963026170959,232,2000000.0,0.9581171340106325,2.0587139083929382e-23,0.9936478654729053,7.830998576470398e-10,725
ENAUSDT,GateIo,Kucoin,1,0.0,0.022031639392928862,186.25681556249117,1.0523104854342358,196,2000000.0,0.9695406327279676,3.8829646136568345e-13,1.001748255879165,0.00009891856941953324,590
TAOUSDT,Binance,Kucoin,1,0.0,0.024941712373603476,185.89937932258692,5.293186042824207,984,2000000.0,0.5818189948912144,9.340170812841717e-9,0.9720544895536553,0.09754988443904777,8125
HBARUSDT,Bybit,Kucoin,1,0.0,0.009999012078498664,184.80869714918492,1.114666155747576,206,2000000.0,0.958747136472676,1.8741892918907388e-16,1.0041898126496136,0.000017179587711623423,570
SUIUSDT,GateIo,Kucoin,1,0.0,0.011657199319470828,183.50613433878308,2.1852130526584292,401,2000000.0,0.6856199697181383,4.415437105697246e-10,0.999188800777743,0.00028933854132965687,1972
LINKUSDT,Bybit,Kucoin,1,0.0,0.02104092620923694,179.10660206452667,1.2674016333480482,227,2000000.0,0.96878258053055,5.146505061507901e-30,0.9900221199068486,0.00373201975946968,799
PUMPUSDT,GateIo,Kucoin,1,0.0,0.022716691566817417,178.9347540024116,1.2797960981739391,229,2000000.0,0.9516690662715591,1.1252609284169255e-6,1.0004348127946228,8.40036457434722e-7,657
SOLUSDT,OKX,GateIo,1,0.0,0.006874297448972735,176.11873073041798,1.2775472493292253,225,2000000.0,0.9640422352192157,8.750314144219868e-18,0.9995744625957925,0.012770466154011171,841
AVAXUSDT,Bybit,Kucoin,1,0.0,0.019122901922911214,174.82384132972538,0.8580065445255459,150,2000000.0,0.9977893081357575,8.971277805621585e-29,0.9795395254390673,0.003732732321730423,375
BONKUSDT,Bybit,Kucoin,1,0.0,0.024784646106595264,172.4090842719161,1.1832323155214959,204,2000000.0,0.9711508894447345,7.171703332411206e-21,1.0383377163664682,3.572795252858945e-9,714
BNBUSDT,Binance,GateIo,1,0.0,0.010382945213212388,172.2021183227387,6.318156887947721,1088,2000000.0,0.5313304583181245,1.3186077310063157e-15,0.9941612859171727,0.11130768932325785,15660
ADAUSDT,Bybit,GateIo,1,0.0,0.011470724149925119,171.28295150345886,1.5588241424868734,267,2000000.0,0.9410752098340014,3.6360947038025484e-20,0.9651688320286698,0.00007379003205449438,1075
DOGEUSDT,OKX,GateIo,1,0.0,0.008063057259463005,169.94885566349603,1.1297516494030764,192,2000000.0,0.9625846349170178,3.4125791496915166e-21,0.9939050974591968,0.0000156916298057709,569
HBARUSDT,GateIo,Kucoin,1,0.0,0.01190714241334299,169.2066586071463,1.447933562525019,245,2000000.0,0.6964407503658051,0.00008137893115499045,0.9731817981300797,0.000020459001287423576,842
DOGEUSDT,Bybit,GateIo,1,0.0,0.00976567362462654,167.58018708816036,1.951304660066839,327,2000000.0,0.6734233843699764,1.0626821582218983e-8,0.9886565971865073,0.00001900747535753294,1547
AAVEUSDT,GateIo,Kucoin,1,0.0,0.014812797457782828,167.51211605558098,2.047613080633473,343,2000000.0,0.8386376109171799,0.006028909719467506,1.0015704897337772,0.03258012233193419,1398
HUSDT,GateIo,Kucoin,1,0.0,0.040007897802455415,166.08487511778716,2.727521092325433,453,2000000.0,0.9001019322552389,3.566261581712166e-11,0.9527003900023602,0.000058008202754019416,2181
SNXUSDT,GateIo,Kucoin,1,0.0,0.04602350003765876,165.09491675422618,1.12056751132687,185,2000000.0,0.7087742319031943,0.017075695917208106,0.98137082713374,0.0006849332334354471,576
RAYUSDT,Binance,GateIo,1,0.0,0.05113144171975169,165.01603488850458,2.0482857937313454,338,2000000.0,0.8614056671478622,4.3738178905590626e-8,0.9748511177557166,0.0009153834476171493,1500
MIRAUSDT,Binance,GateIo,1,0.0,0.03798299407024042,164.0909861708584,2.199998966574018,361,2000000.0,0.8939833957210951,2.1679941372314344e-6,1.0635764318541892,0.00011594502483859716,1884
ETHFIUSDT,Bybit,GateIo,1,0.0,0.04297500374396669,162.68473395665453,1.1556093520741193,188,2000000.0,0.9839124463314683,7.361421215711328e-8,0.9940213973949517,0.00043653364570889734,547
