Timestamp,Elapsed_sec,CPU%,Memory_MB,Events/sec,Freeze_ms,LastActivity
02:46:26,1,0,0,0,74,0,1011,Startup
02:46:27,2,0,0,0,149,0,1001,Startup
02:46:28,3,0,0,0,161,0,997,Startup
02:46:29,4,0,0,0,173,285,997,ProcessData
02:46:30,5,0,0,0,201,319,1005,ProcessData
02:46:31,6,0,0,0,208,916,989,ProcessData
02:46:32,7,0,0,0,206,1529,1010,ProcessData
02:46:33,8,0,0,0,210,3418,993,ProcessData
02:46:34,9,0,0,0,215,3784,996,ProcessData
02:46:35,10,0,0,0,216,1826,1008,ProcessData
02:46:36,11,0,0,0,219,2275,1003,ProcessData
02:46:37,12,0,0,0,224,2923,995,ProcessData
02:46:38,13,0,0,0,229,1644,992,ProcessData
02:46:39,14,0,0,0,230,3726,1007,ProcessData
02:46:40,15,0,0,0,235,3410,996,ProcessData
02:46:41,16,0,0,0,231,2300,1007,ProcessData
02:46:42,17,0,0,0,231,2098,992,ProcessData
02:46:43,18,0,0,0,235,1652,1005,ProcessData
02:46:44,19,0,0,0,235,1901,996,ProcessData
02:46:45,20,0,0,0,237,1891,992,ProcessData
02:46:46,21,0,0,0,237,2556,1009,ProcessData
02:46:47,22,0,0,0,237,4304,1006,ProcessData
02:46:48,23,0,0,0,235,4173,995,ProcessData
02:46:49,24,0,0,0,236,3973,997,ProcessData
02:46:50,25,0,0,0,236,4261,992,ProcessData
02:46:51,26,0,0,0,234,2465,1008,ProcessData
02:46:52,27,0,0,0,229,2220,996,ProcessData
02:46:53,28,0,0,0,222,2765,996,ProcessData
02:46:54,29,0,0,0,228,2631,1008,ProcessData
02:46:55,30,0,0,0,230,2783,992,ProcessData
02:46:56,31,0,0,0,230,2367,1010,ProcessData
02:46:57,32,0,0,0,230,1681,989,ProcessData
02:46:58,33,0,0,0,229,1853,1007,ProcessData
02:46:59,34,0,0,0,229,4058,997,ProcessData
02:47:00,35,0,0,0,234,4949,997,ProcessData
02:47:01,36,0,0,0,235,2671,997,ProcessData
02:47:02,37,0,0,0,239,1841,999,ProcessData
02:47:03,38,0,0,0,239,1991,1011,ProcessData
02:47:04,39,0,0,0,242,5041,989,ProcessData
02:47:05,40,0,0,0,244,3239,1000,ProcessData
02:47:06,41,0,0,0,243,2124,1000,ProcessData
02:47:07,42,0,0,0,243,1942,1007,ProcessData
02:47:08,43,0,0,0,244,2297,990,ProcessData
02:47:09,44,0,0,0,242,3458,995,ProcessData
02:47:10,45,0,0,0,245,2589,1006,ProcessData
02:47:11,46,0,0,0,246,2563,995,ProcessData
02:47:12,47,0,0,0,245,2582,1011,ProcessData
02:47:13,48,0,0,0,244,2123,993,ProcessData
02:47:14,49,0,0,0,243,3035,1006,ProcessData
02:47:15,50,0,0,0,246,2235,998,ProcessData
02:47:16,51,0,0,0,251,3233,992,ProcessData
02:47:17,52,0,0,0,255,4428,995,ProcessData
02:47:18,53,0,0,0,256,4660,1014,ProcessData
02:47:19,54,0,0,0,259,4226,996,ProcessData
02:47:20,55,0,0,0,260,4113,989,ProcessData
02:47:21,56,0,0,0,260,3967,1010,ProcessData
02:47:22,57,0,0,0,263,3387,999,ProcessData
02:47:23,58,0,0,0,266,4256,997,ProcessData
02:47:24,59,0,0,0,272,3402,992,ProcessData
02:47:25,60,0,0,0,275,3299,1000,ProcessData
02:47:26,61,0,0,0,279,2870,1003,ProcessData
