Timestamp,Elapsed_sec,CPU%,Memory_MB,Events/sec,Freeze_ms,LastActivity
02:41:51,1,1,0,0,73,0,1018,Startup
02:41:52,2,1,0,0,149,0,1001,Startup
02:41:53,3,0,0,0,170,0,989,Startup
02:41:54,4,0,0,0,188,0,1005,Startup
02:41:55,5,1,0,0,193,0,1008,Startup
02:41:56,6,0,0,0,199,0,981,Startup
02:41:57,7,0,0,0,201,0,1005,Startup
02:41:58,8,0,0,0,202,0,997,Startup
02:41:59,9,0,0,0,204,0,1008,Startup
02:42:00,10,0,0,0,218,0,988,Startup
02:42:01,11,0,0,0,229,0,1010,Startup
02:42:02,12,0,0,0,231,0,994,Startup
02:42:03,13,0,0,0,231,0,997,Startup
02:42:04,14,0,0,0,231,0,1007,Startup
02:42:05,15,0,0,0,231,0,994,Startup
02:42:06,16,0,0,0,231,0,994,Startup
02:42:07,17,0,0,0,236,0,1008,Startup
02:42:08,18,0,0,0,236,0,992,Startup
02:42:09,19,0,0,0,236,0,1003,Startup
02:42:10,20,0,0,0,240,0,1007,Startup
02:42:11,21,0,0,0,241,0,994,Startup
02:42:12,22,0,0,0,246,0,995,Startup
02:42:13,23,0,0,0,246,0,997,Startup
02:42:14,24,0,0,0,250,0,1010,Startup
02:42:15,25,0,0,0,253,0,991,Startup
02:42:16,26,0,0,0,243,0,995,Startup
02:42:17,27,0,0,0,244,0,1003,Startup
02:42:18,28,0,0,0,244,0,1010,Startup
02:42:19,29,0,0,0,222,0,987,Startup
02:42:20,30,0,0,0,232,0,1010,Startup
02:42:21,31,0,0,0,232,0,992,Startup
02:42:22,32,0,0,0,233,0,1010,Startup
02:42:23,33,0,0,0,234,0,994,Startup
02:42:24,34,0,0,0,233,0,991,Startup
02:42:25,35,0,0,0,234,0,1008,Startup
02:42:26,36,0,0,0,232,0,1004,Startup
02:42:27,37,0,0,0,234,0,996,Startup
02:42:28,38,0,0,0,236,0,995,Startup
02:42:29,39,0,0,0,236,0,994,Startup
02:42:30,40,0,0,0,237,0,1009,Startup
02:42:31,41,0,0,0,238,0,995,Startup
02:42:32,42,0,0,0,242,0,1004,Startup
02:42:33,43,0,0,0,244,0,996,Startup
02:42:34,44,0,0,0,247,0,996,Startup
02:42:35,45,0,0,0,247,0,1008,Startup
02:42:36,46,0,0,0,248,0,997,Startup
02:42:37,47,0,0,0,249,0,1005,Startup
