Timestamp,Elapsed_sec,CPU%,Memory_MB,Events/sec,Freeze_ms,LastActivity
02:52:18,1.0,0.0,73,0,0,Startup
02:52:19,2.0,0.0,135,0,0,Startup
02:52:20,3.0,0.0,168,0,0,Startup
02:52:21,4.0,0.0,177,605,0,ProcessData
02:52:22,5.0,0.0,203,802,0,ProcessData
02:52:23,6.0,0.0,206,1155,0,ProcessData
02:52:24,7.0,0.0,215,913,0,ProcessData
02:52:25,8.0,0.0,216,862,0,ProcessData
02:52:26,9.0,0.0,218,2645,0,ProcessData
02:52:27,10.0,0.0,232,3017,0,ProcessData
02:52:28,11.0,0.0,235,5304,0,ProcessData
02:52:29,12.0,0.0,238,6247,0,ProcessData
02:52:30,13.0,0.0,243,3807,0,ProcessData
02:52:31,14.0,0.0,244,1953,0,ProcessData
02:52:32,15.0,0.0,244,2517,0,ProcessData
02:52:33,16.0,0.0,248,3626,0,ProcessData
02:52:34,17.0,0.0,247,3172,0,ProcessData
02:52:35,18.0,0.0,247,2831,0,ProcessData
02:52:36,19.0,0.0,245,3366,0,ProcessData
02:52:37,20.0,0.0,247,2564,0,ProcessData
02:52:38,21.0,0.0,219,3810,0,ProcessData
02:52:39,22.0,0.0,218,4250,0,ProcessData
02:52:40,23.0,0.0,224,2681,0,ProcessData
02:52:41,24.0,0.0,225,2571,0,ProcessData
02:52:42,25.0,0.0,229,2723,0,ProcessData
02:52:43,26.0,0.0,240,5025,0,ProcessData
02:52:44,27.0,0.0,237,3499,0,ProcessData
02:52:45,28.0,0.0,236,3310,0,ProcessData
02:52:46,29.0,0.0,239,5441,0,ProcessData
02:52:47,30.0,0.0,238,3413,0,ProcessData
02:52:48,31.0,0.0,232,2753,0,ProcessData
02:52:49,32.0,0.0,241,4167,0,ProcessData
02:52:50,33.0,0.0,241,3842,0,ProcessData
02:52:51,34.0,0.0,240,3393,0,ProcessData
02:52:52,35.0,0.0,255,7176,0,ProcessData
02:52:53,36.0,0.0,254,3966,0,ProcessData
02:52:54,37.0,0.0,256,4072,0,ProcessData
02:52:55,38.0,0.0,260,4053,0,ProcessData
02:52:56,39.0,0.0,266,4195,0,ProcessData
02:52:57,40.0,0.0,269,5383,0,ProcessData
02:52:58,41.0,0.0,270,3484,0,ProcessData
02:52:59,42.0,0.0,277,7313,0,ProcessData
02:53:00,43.0,0.0,282,5299,0,ProcessData
02:53:01,44.0,0.0,285,3531,0,ProcessData
02:53:02,45.0,0.0,287,2689,0,ProcessData
02:53:03,46.0,0.0,272,3564,0,ProcessData
02:53:04,47.0,0.0,274,2678,0,ProcessData
02:53:05,48.0,0.0,275,2188,0,ProcessData
02:53:06,49.0,0.0,277,3086,0,ProcessData
02:53:07,50.0,0.0,284,5871,0,ProcessData
02:53:08,51.0,0.0,286,3135,0,ProcessData
02:53:09,52.0,0.0,289,2857,0,ProcessData
02:53:10,53.0,0.0,293,2403,0,ProcessData
02:53:11,54.0,0.0,299,2290,0,ProcessData
02:53:12,55.0,0.0,302,2643,0,ProcessData
02:53:13,56.0,0.0,307,2408,0,ProcessData
02:53:14,57.0,0.0,318,5744,0,ProcessData
02:53:15,58.0,0.0,330,3430,0,ProcessData
02:53:16,59.0,0.0,313,5222,0,ProcessData
02:53:17,60.0,0.0,313,6674,0,ProcessData
02:53:18,61.0,0.0,314,6055,0,ProcessData
02:53:19,62.0,0.0,317,4502,0,ProcessData
02:53:20,63.0,0.0,323,3771,0,ProcessData
02:53:21,64.0,0.0,328,5053,0,ProcessData
02:53:22,65.0,0.0,368,3058,0,ProcessData
02:53:23,66.0,0.0,376,3355,0,ProcessData
02:53:24,67.0,0.0,376,3455,0,ProcessData
02:53:25,68.0,0.0,381,3184,0,ProcessData
02:53:26,69.0,0.0,381,5972,0,ProcessData
02:53:27,70.0,0.0,378,6501,0,ProcessData
02:53:28,71.0,0.0,387,14250,0,ProcessData
02:53:29,72.0,0.0,396,5512,0,ProcessData
02:53:30,73.0,0.0,403,2871,0,ProcessData
02:53:31,74.0,0.0,396,2819,0,ProcessData
02:53:32,75.0,0.0,406,4618,0,ProcessData
02:53:33,76.0,0.0,401,3175,0,ProcessData
02:53:34,77.0,0.0,410,2952,0,ProcessData
02:53:35,78.0,0.0,409,3361,0,ProcessData
02:53:36,79.1,0.0,359,6237,0,ProcessData
02:53:37,80.0,0.0,353,4287,0,ProcessData
02:53:38,81.0,0.0,356,4620,0,ProcessData
02:53:39,82.0,0.0,360,4505,0,ProcessData
02:53:40,83.0,0.0,367,3704,0,ProcessData
02:53:41,84.0,0.0,373,3348,0,ProcessData
02:53:42,85.0,0.0,370,3827,0,ProcessData
02:53:43,86.0,0.0,371,3826,0,ProcessData
02:53:44,87.0,0.0,373,4951,0,ProcessData
02:53:45,88.0,0.0,380,4708,0,ProcessData
02:53:46,89.1,0.0,389,5632,0,ProcessData
02:53:47,90.0,0.0,391,4167,0,ProcessData
02:53:48,91.1,0.0,394,2535,0,ProcessData
02:53:49,92.1,0.0,410,5654,0,ProcessData
02:53:50,93.1,0.0,413,4025,0,ProcessData
02:53:51,94.0,0.0,399,3115,0,ProcessData
02:53:52,95.0,0.0,401,2798,0,ProcessData
02:53:53,96.0,0.0,403,2880,0,ProcessData
02:53:54,97.0,0.0,405,7693,0,ProcessData
02:53:55,98.0,0.0,408,3442,0,ProcessData
02:53:56,99.0,0.0,400,3292,0,ProcessData
02:53:57,100.1,0.0,401,2505,0,ProcessData
02:53:58,101.2,0.0,405,3770,0,ProcessData
02:53:59,102.1,0.0,409,8102,0,ProcessData
02:54:00,103.0,0.0,421,4304,0,ProcessData
02:54:01,104.0,0.0,417,3926,0,ProcessData
02:54:02,105.3,0.0,418,3195,261,ProcessData
02:54:03,106.1,0.0,421,4316,0,ProcessData
02:54:04,107.0,0.0,437,3721,0,ProcessData
02:54:05,108.0,0.0,434,2496,0,ProcessData
